minute,key,avg_5d,avg_10d
09:45:00,hbsz03-v16_cb_test_SZSE,8.06,7.93
10:00:00,hbsz03-v16_cb_test_SZSE,7.76,7.65
10:15:00,hbsz03-v16_cb_test_SZSE,7.54,7.39
10:30:00,hbsz03-v16_cb_test_SZSE,7.51,7.40
10:45:00,hbsz03-v16_cb_test_SZSE,7.55,7.38
11:00:00,hbsz03-v16_cb_test_SZSE,7.55,7.37
11:15:00,hbsz03-v16_cb_test_SZSE,7.51,7.36
11:30:00,hbsz03-v16_cb_test_SZSE,7.51,7.34
13:00:00,hbsz03-v16_cb_test_SZSE,1418.06,1356.21
13:01:00,hbsz03-v16_cb_test_SZSE,1301.18,1097.09
13:02:00,hbsz03-v16_cb_test_SZSE,7.68,7.32
13:03:00,hbsz03-v16_cb_test_SZSE,7.60,7.27
13:04:00,hbsz03-v16_cb_test_SZSE,7.65,7.30
13:05:00,hbsz03-v16_cb_test_SZSE,7.64,7.33
13:15:00,hbsz03-v16_cb_test_SZSE,7.71,7.31
13:30:00,hbsz03-v16_cb_test_SZSE,7.62,7.26
13:45:00,hbsz03-v16_cb_test_SZSE,7.59,7.24
14:00:00,hbsz03-v16_cb_test_SZSE,7.60,7.26
14:15:00,hbsz03-v16_cb_test_SZSE,7.69,7.25
14:30:00,hbsz03-v16_cb_test_SZSE,7.58,7.24
14:45:00,hbsz03-v16_cb_test_SZSE,7.67,7.26
14:57:00,hbsz03-v16_cb_test_SZSE,7.81,7.37
14:58:00,hbsz03-v16_cb_test_SZSE,7.92,7.46
14:59:00,hbsz03-v16_cb_test_SZSE,7.85,7.48
15:00:00,hbsz03-v16_cb_test_SZSE,7.90,7.52
09:30:00,hbsz03-v16_etf_SZSE,270.11,163.22
09:31:00,hbsz03-v16_etf_SZSE,8555.05,6961.75
09:32:00,hbsz03-v16_etf_SZSE,135.72,74.53
09:33:00,hbsz03-v16_etf_SZSE,13.62,12.66
09:34:00,hbsz03-v16_etf_SZSE,12.77,11.63
09:35:00,hbsz03-v16_etf_SZSE,11.71,10.41
09:45:00,hbsz03-v16_etf_SZSE,8.01,7.88
10:00:00,hbsz03-v16_etf_SZSE,7.74,7.61
10:15:00,hbsz03-v16_etf_SZSE,7.60,7.46
10:30:00,hbsz03-v16_etf_SZSE,7.64,7.52
10:45:00,hbsz03-v16_etf_SZSE,7.55,7.41
11:00:00,hbsz03-v16_etf_SZSE,7.59,7.40
11:15:00,hbsz03-v16_etf_SZSE,7.62,7.42
11:30:00,hbsz03-v16_etf_SZSE,7.52,7.29
13:00:00,hbsz03-v16_etf_SZSE,1635.14,1557.33
13:01:00,hbsz03-v16_etf_SZSE,1441.87,1228.26
13:02:00,hbsz03-v16_etf_SZSE,7.74,7.41
13:03:00,hbsz03-v16_etf_SZSE,7.67,7.35
13:04:00,hbsz03-v16_etf_SZSE,7.69,7.35
13:05:00,hbsz03-v16_etf_SZSE,7.70,7.36
13:15:00,hbsz03-v16_etf_SZSE,7.70,7.35
13:30:00,hbsz03-v16_etf_SZSE,7.65,7.30
13:45:00,hbsz03-v16_etf_SZSE,7.64,7.30
14:00:00,hbsz03-v16_etf_SZSE,7.62,7.26
14:15:00,hbsz03-v16_etf_SZSE,7.71,7.28
14:30:00,hbsz03-v16_etf_SZSE,7.69,7.30
14:45:00,hbsz03-v16_etf_SZSE,7.70,7.31
14:57:00,hbsz03-v16_etf_SZSE,7.78,7.33
14:58:00,hbsz03-v16_etf_SZSE,7.75,7.40
14:59:00,hbsz03-v16_etf_SZSE,7.70,7.27
15:00:00,hbsz03-v16_etf_SZSE,7.82,7.38
09:30:00,hbsz04-dot-v2_a_SSE,192.70,190.59
09:31:00,hbsz04-dot-v2_a_SSE,9657.34,9683.49
09:32:00,hbsz04-dot-v2_a_SSE,20974.90,18114.82
09:33:00,hbsz04-dot-v2_a_SSE,13220.17,8789.62
09:34:00,hbsz04-dot-v2_a_SSE,5062.22,2708.18
09:35:00,hbsz04-dot-v2_a_SSE,832.34,519.74
09:45:00,hbsz04-dot-v2_a_SSE,206.47,202.41
10:00:00,hbsz04-dot-v2_a_SSE,198.99,194.79
10:15:00,hbsz04-dot-v2_a_SSE,190.67,187.56
10:30:00,hbsz04-dot-v2_a_SSE,185.04,181.28
10:45:00,hbsz04-dot-v2_a_SSE,178.20,175.61
11:00:00,hbsz04-dot-v2_a_SSE,173.60,170.29
11:15:00,hbsz04-dot-v2_a_SSE,168.84,166.58
11:30:00,hbsz04-dot-v2_a_SSE,164.59,161.81
13:00:00,hbsz04-dot-v2_a_SSE,1217.64,1165.66
13:01:00,hbsz04-dot-v2_a_SSE,2675.24,2530.73
13:02:00,hbsz04-dot-v2_a_SSE,146.78,143.60
13:03:00,hbsz04-dot-v2_a_SSE,145.50,142.19
13:04:00,hbsz04-dot-v2_a_SSE,145.09,142.11
13:05:00,hbsz04-dot-v2_a_SSE,143.75,141.18
13:15:00,hbsz04-dot-v2_a_SSE,143.43,139.20
13:30:00,hbsz04-dot-v2_a_SSE,138.68,135.71
13:45:00,hbsz04-dot-v2_a_SSE,137.93,133.96
14:00:00,hbsz04-dot-v2_a_SSE,135.78,133.40
14:15:00,hbsz04-dot-v2_a_SSE,135.56,133.08
14:30:00,hbsz04-dot-v2_a_SSE,135.47,132.82
14:45:00,hbsz04-dot-v2_a_SSE,136.52,134.47
14:57:00,hbsz04-dot-v2_a_SSE,140.48,139.23
14:58:00,hbsz04-dot-v2_a_SSE,139.11,137.83
09:30:00,hbsz04-dot-v2_a_SZSE,145.18,143.92
09:31:00,hbsz04-dot-v2_a_SZSE,8927.21,7370.93
09:32:00,hbsz04-dot-v2_a_SZSE,139.07,76.31
09:33:00,hbsz04-dot-v2_a_SZSE,13.81,12.88
09:34:00,hbsz04-dot-v2_a_SZSE,12.95,11.83
09:35:00,hbsz04-dot-v2_a_SZSE,11.76,10.58
09:45:00,hbsz04-dot-v2_a_SZSE,8.08,7.97
10:00:00,hbsz04-dot-v2_a_SZSE,7.87,7.72
10:15:00,hbsz04-dot-v2_a_SZSE,7.60,7.45
10:30:00,hbsz04-dot-v2_a_SZSE,7.59,7.44
10:45:00,hbsz04-dot-v2_a_SZSE,7.57,7.42
11:00:00,hbsz04-dot-v2_a_SZSE,7.57,7.40
11:15:00,hbsz04-dot-v2_a_SZSE,7.57,7.38
11:30:00,hbsz04-dot-v2_a_SZSE,7.57,7.38
13:00:00,hbsz04-dot-v2_a_SZSE,3287.75,3020.32
13:01:00,hbsz04-dot-v2_a_SZSE,2121.69,1891.57
13:02:00,hbsz04-dot-v2_a_SZSE,7.75,7.43
13:03:00,hbsz04-dot-v2_a_SZSE,7.69,7.37
13:04:00,hbsz04-dot-v2_a_SZSE,7.70,7.36
13:05:00,hbsz04-dot-v2_a_SZSE,7.68,7.36
13:15:00,hbsz04-dot-v2_a_SZSE,7.76,7.36
13:30:00,hbsz04-dot-v2_a_SZSE,7.63,7.28
13:45:00,hbsz04-dot-v2_a_SZSE,7.61,7.28
14:00:00,hbsz04-dot-v2_a_SZSE,7.62,7.31
14:15:00,hbsz04-dot-v2_a_SZSE,7.70,7.28
14:30:00,hbsz04-dot-v2_a_SZSE,7.65,7.28
14:45:00,hbsz04-dot-v2_a_SZSE,7.69,7.28
14:57:00,hbsz04-dot-v2_a_SZSE,7.88,7.44
14:58:00,hbsz04-dot-v2_a_SZSE,7.63,7.21
14:59:00,hbsz04-dot-v2_a_SZSE,7.59,7.17
15:00:00,hbsz04-dot-v2_a_SZSE,7.54,7.13
09:30:00,hbsz04-dot-v2_a_test_SSE,192.70,190.59
09:31:00,hbsz04-dot-v2_a_test_SSE,9657.34,9683.49
09:32:00,hbsz04-dot-v2_a_test_SSE,20974.90,18114.82
09:33:00,hbsz04-dot-v2_a_test_SSE,13220.17,8789.62
09:34:00,hbsz04-dot-v2_a_test_SSE,5062.22,2708.18
09:35:00,hbsz04-dot-v2_a_test_SSE,832.34,519.74
09:45:00,hbsz04-dot-v2_a_test_SSE,206.47,202.41
10:00:00,hbsz04-dot-v2_a_test_SSE,198.99,194.79
10:15:00,hbsz04-dot-v2_a_test_SSE,190.67,187.56
10:30:00,hbsz04-dot-v2_a_test_SSE,185.04,181.28
10:45:00,hbsz04-dot-v2_a_test_SSE,178.20,175.61
11:00:00,hbsz04-dot-v2_a_test_SSE,173.60,170.29
11:15:00,hbsz04-dot-v2_a_test_SSE,168.84,166.58
11:30:00,hbsz04-dot-v2_a_test_SSE,164.59,161.81
13:00:00,hbsz04-dot-v2_a_test_SSE,1217.64,1165.66
13:01:00,hbsz04-dot-v2_a_test_SSE,2675.24,2530.73
13:02:00,hbsz04-dot-v2_a_test_SSE,146.78,143.60
13:03:00,hbsz04-dot-v2_a_test_SSE,145.50,142.19
13:04:00,hbsz04-dot-v2_a_test_SSE,145.09,142.11
13:05:00,hbsz04-dot-v2_a_test_SSE,143.75,141.18
13:15:00,hbsz04-dot-v2_a_test_SSE,143.43,139.20
13:30:00,hbsz04-dot-v2_a_test_SSE,138.68,135.71
13:45:00,hbsz04-dot-v2_a_test_SSE,137.93,133.96
14:00:00,hbsz04-dot-v2_a_test_SSE,135.78,133.40
14:15:00,hbsz04-dot-v2_a_test_SSE,135.56,133.08
14:30:00,hbsz04-dot-v2_a_test_SSE,135.47,132.82
14:45:00,hbsz04-dot-v2_a_test_SSE,136.52,134.47
14:57:00,hbsz04-dot-v2_a_test_SSE,140.48,139.23
14:58:00,hbsz04-dot-v2_a_test_SSE,139.11,137.83
09:30:00,hbsz04-dot-v2_a_test_SZSE,145.18,143.92
09:31:00,hbsz04-dot-v2_a_test_SZSE,8927.21,7370.93
09:32:00,hbsz04-dot-v2_a_test_SZSE,139.07,76.31
09:33:00,hbsz04-dot-v2_a_test_SZSE,13.81,12.88
09:34:00,hbsz04-dot-v2_a_test_SZSE,12.95,11.83
09:35:00,hbsz04-dot-v2_a_test_SZSE,11.76,10.58
09:45:00,hbsz04-dot-v2_a_test_SZSE,8.08,7.97
10:00:00,hbsz04-dot-v2_a_test_SZSE,7.87,7.72
10:15:00,hbsz04-dot-v2_a_test_SZSE,7.60,7.45
10:30:00,hbsz04-dot-v2_a_test_SZSE,7.59,7.44
10:45:00,hbsz04-dot-v2_a_test_SZSE,7.57,7.42
11:00:00,hbsz04-dot-v2_a_test_SZSE,7.57,7.40
11:15:00,hbsz04-dot-v2_a_test_SZSE,7.57,7.38
11:30:00,hbsz04-dot-v2_a_test_SZSE,7.57,7.38
13:00:00,hbsz04-dot-v2_a_test_SZSE,3287.75,3020.32
13:01:00,hbsz04-dot-v2_a_test_SZSE,2121.69,1891.57
13:02:00,hbsz04-dot-v2_a_test_SZSE,7.75,7.43
13:03:00,hbsz04-dot-v2_a_test_SZSE,7.69,7.37
13:04:00,hbsz04-dot-v2_a_test_SZSE,7.70,7.36
13:05:00,hbsz04-dot-v2_a_test_SZSE,7.68,7.36
13:15:00,hbsz04-dot-v2_a_test_SZSE,7.76,7.36
13:30:00,hbsz04-dot-v2_a_test_SZSE,7.63,7.28
13:45:00,hbsz04-dot-v2_a_test_SZSE,7.61,7.28
14:00:00,hbsz04-dot-v2_a_test_SZSE,7.62,7.31
14:15:00,hbsz04-dot-v2_a_test_SZSE,7.70,7.28
14:30:00,hbsz04-dot-v2_a_test_SZSE,7.65,7.28
14:45:00,hbsz04-dot-v2_a_test_SZSE,7.69,7.28
14:57:00,hbsz04-dot-v2_a_test_SZSE,7.88,7.44
14:58:00,hbsz04-dot-v2_a_test_SZSE,7.63,7.21
14:59:00,hbsz04-dot-v2_a_test_SZSE,7.59,7.17
15:00:00,hbsz04-dot-v2_a_test_SZSE,7.54,7.13
09:30:00,hbsz04-dot-v2_cb_SSE,287.73,208.80
09:31:00,hbsz04-dot-v2_cb_SSE,291.02,282.76
09:32:00,hbsz04-dot-v2_cb_SSE,134.08,129.21
09:33:00,hbsz04-dot-v2_cb_SSE,126.44,124.28
09:34:00,hbsz04-dot-v2_cb_SSE,125.63,123.02
09:35:00,hbsz04-dot-v2_cb_SSE,122.97,119.99
09:45:00,hbsz04-dot-v2_cb_SSE,117.34,116.92
10:00:00,hbsz04-dot-v2_cb_SSE,117.07,115.62
10:15:00,hbsz04-dot-v2_cb_SSE,115.31,114.13
10:30:00,hbsz04-dot-v2_cb_SSE,115.52,114.72
10:45:00,hbsz04-dot-v2_cb_SSE,115.20,114.24
11:00:00,hbsz04-dot-v2_cb_SSE,116.97,115.88
11:15:00,hbsz04-dot-v2_cb_SSE,117.14,118.44
11:30:00,hbsz04-dot-v2_cb_SSE,121.98,126.48
13:00:00,hbsz04-dot-v2_cb_SSE,510.50,485.93
13:01:00,hbsz04-dot-v2_cb_SSE,222.79,220.63
13:02:00,hbsz04-dot-v2_cb_SSE,116.03,135.74
13:03:00,hbsz04-dot-v2_cb_SSE,115.92,134.53
13:04:00,hbsz04-dot-v2_cb_SSE,114.85,129.65
13:05:00,hbsz04-dot-v2_cb_SSE,113.83,128.45
13:15:00,hbsz04-dot-v2_cb_SSE,113.77,125.85
13:30:00,hbsz04-dot-v2_cb_SSE,111.97,124.67
13:45:00,hbsz04-dot-v2_cb_SSE,113.99,118.90
14:00:00,hbsz04-dot-v2_cb_SSE,112.01,116.61
14:15:00,hbsz04-dot-v2_cb_SSE,112.32,114.94
14:30:00,hbsz04-dot-v2_cb_SSE,112.11,113.61
14:45:00,hbsz04-dot-v2_cb_SSE,114.80,114.82
14:57:00,hbsz04-dot-v2_cb_SSE,5821.20,5523.32
14:58:00,hbsz04-dot-v2_cb_SSE,114.16,113.20
14:59:00,hbsz04-dot-v2_cb_SSE,116.94,114.53
15:00:00,hbsz04-dot-v2_cb_SSE,113.19,111.08
09:30:00,hbsz04-dot-v2_cb_SZSE,124.73,120.91
09:31:00,hbsz04-dot-v2_cb_SZSE,8110.24,6618.81
09:32:00,hbsz04-dot-v2_cb_SZSE,178.06,96.02
09:33:00,hbsz04-dot-v2_cb_SZSE,14.10,13.21
09:34:00,hbsz04-dot-v2_cb_SZSE,13.21,12.19
09:35:00,hbsz04-dot-v2_cb_SZSE,12.12,10.88
09:45:00,hbsz04-dot-v2_cb_SZSE,8.20,8.12
10:00:00,hbsz04-dot-v2_cb_SZSE,7.98,7.82
10:15:00,hbsz04-dot-v2_cb_SZSE,7.60,7.48
10:30:00,hbsz04-dot-v2_cb_SZSE,7.60,7.48
10:45:00,hbsz04-dot-v2_cb_SZSE,7.62,7.46
11:00:00,hbsz04-dot-v2_cb_SZSE,7.62,7.43
11:15:00,hbsz04-dot-v2_cb_SZSE,7.61,7.43
11:30:00,hbsz04-dot-v2_cb_SZSE,7.60,7.43
13:00:00,hbsz04-dot-v2_cb_SZSE,3279.07,2973.38
13:01:00,hbsz04-dot-v2_cb_SZSE,1442.62,1225.83
13:02:00,hbsz04-dot-v2_cb_SZSE,7.73,7.39
13:03:00,hbsz04-dot-v2_cb_SZSE,7.70,7.36
13:04:00,hbsz04-dot-v2_cb_SZSE,7.71,7.38
13:05:00,hbsz04-dot-v2_cb_SZSE,7.70,7.39
13:15:00,hbsz04-dot-v2_cb_SZSE,7.77,7.35
13:30:00,hbsz04-dot-v2_cb_SZSE,7.69,7.31
13:45:00,hbsz04-dot-v2_cb_SZSE,7.64,7.27
14:00:00,hbsz04-dot-v2_cb_SZSE,7.64,7.36
14:15:00,hbsz04-dot-v2_cb_SZSE,7.73,7.31
14:30:00,hbsz04-dot-v2_cb_SZSE,7.65,7.29
14:45:00,hbsz04-dot-v2_cb_SZSE,7.73,7.32
14:57:00,hbsz04-dot-v2_cb_SZSE,7.83,7.38
14:58:00,hbsz04-dot-v2_cb_SZSE,7.72,7.25
14:59:00,hbsz04-dot-v2_cb_SZSE,7.62,7.24
15:00:00,hbsz04-dot-v2_cb_SZSE,7.66,7.28
09:30:00,hbsz04-dot-v2_cb_test_SSE,287.73,208.80
09:31:00,hbsz04-dot-v2_cb_test_SSE,291.02,282.76
09:32:00,hbsz04-dot-v2_cb_test_SSE,134.08,129.21
09:33:00,hbsz04-dot-v2_cb_test_SSE,126.44,124.28
09:34:00,hbsz04-dot-v2_cb_test_SSE,125.63,123.02
09:35:00,hbsz04-dot-v2_cb_test_SSE,122.97,119.99
09:45:00,hbsz04-dot-v2_cb_test_SSE,117.34,116.92
10:00:00,hbsz04-dot-v2_cb_test_SSE,117.07,115.62
10:15:00,hbsz04-dot-v2_cb_test_SSE,115.31,114.13
10:30:00,hbsz04-dot-v2_cb_test_SSE,115.52,114.72
10:45:00,hbsz04-dot-v2_cb_test_SSE,115.20,114.24
11:00:00,hbsz04-dot-v2_cb_test_SSE,116.97,115.88
11:15:00,hbsz04-dot-v2_cb_test_SSE,117.14,118.44
11:30:00,hbsz04-dot-v2_cb_test_SSE,121.98,126.48
13:00:00,hbsz04-dot-v2_cb_test_SSE,510.50,485.93
13:01:00,hbsz04-dot-v2_cb_test_SSE,222.79,220.63
13:02:00,hbsz04-dot-v2_cb_test_SSE,116.03,135.74
13:03:00,hbsz04-dot-v2_cb_test_SSE,115.92,134.53
13:04:00,hbsz04-dot-v2_cb_test_SSE,114.85,129.65
13:05:00,hbsz04-dot-v2_cb_test_SSE,113.83,128.45
13:15:00,hbsz04-dot-v2_cb_test_SSE,113.77,125.85
13:30:00,hbsz04-dot-v2_cb_test_SSE,111.97,124.67
13:45:00,hbsz04-dot-v2_cb_test_SSE,113.99,118.90
14:00:00,hbsz04-dot-v2_cb_test_SSE,112.01,116.61
14:15:00,hbsz04-dot-v2_cb_test_SSE,112.32,114.94
14:30:00,hbsz04-dot-v2_cb_test_SSE,112.11,113.61
14:45:00,hbsz04-dot-v2_cb_test_SSE,114.80,114.82
14:57:00,hbsz04-dot-v2_cb_test_SSE,5821.20,5523.32
14:58:00,hbsz04-dot-v2_cb_test_SSE,114.16,113.20
14:59:00,hbsz04-dot-v2_cb_test_SSE,116.94,114.53
15:00:00,hbsz04-dot-v2_cb_test_SSE,113.19,111.08
09:30:00,hbsz04-dot-v2_cb_test_SZSE,124.73,120.91
09:31:00,hbsz04-dot-v2_cb_test_SZSE,8110.24,6618.81
09:32:00,hbsz04-dot-v2_cb_test_SZSE,178.06,96.02
09:33:00,hbsz04-dot-v2_cb_test_SZSE,14.10,13.21
09:34:00,hbsz04-dot-v2_cb_test_SZSE,13.21,12.19
09:35:00,hbsz04-dot-v2_cb_test_SZSE,12.12,10.88
09:45:00,hbsz04-dot-v2_cb_test_SZSE,8.20,8.12
10:00:00,hbsz04-dot-v2_cb_test_SZSE,7.98,7.82
10:15:00,hbsz04-dot-v2_cb_test_SZSE,7.60,7.48
10:30:00,hbsz04-dot-v2_cb_test_SZSE,7.60,7.48
10:45:00,hbsz04-dot-v2_cb_test_SZSE,7.62,7.46
11:00:00,hbsz04-dot-v2_cb_test_SZSE,7.62,7.43
11:15:00,hbsz04-dot-v2_cb_test_SZSE,7.61,7.43
11:30:00,hbsz04-dot-v2_cb_test_SZSE,7.60,7.43
13:00:00,hbsz04-dot-v2_cb_test_SZSE,3279.07,2973.38
13:01:00,hbsz04-dot-v2_cb_test_SZSE,1442.62,1225.83
13:02:00,hbsz04-dot-v2_cb_test_SZSE,7.73,7.39
13:03:00,hbsz04-dot-v2_cb_test_SZSE,7.70,7.36
13:04:00,hbsz04-dot-v2_cb_test_SZSE,7.71,7.38
13:05:00,hbsz04-dot-v2_cb_test_SZSE,7.70,7.39
13:15:00,hbsz04-dot-v2_cb_test_SZSE,7.77,7.35
13:30:00,hbsz04-dot-v2_cb_test_SZSE,7.69,7.31
13:45:00,hbsz04-dot-v2_cb_test_SZSE,7.64,7.27
14:00:00,hbsz04-dot-v2_cb_test_SZSE,7.64,7.36
14:15:00,hbsz04-dot-v2_cb_test_SZSE,7.73,7.31
14:30:00,hbsz04-dot-v2_cb_test_SZSE,7.65,7.29
14:45:00,hbsz04-dot-v2_cb_test_SZSE,7.73,7.32
14:57:00,hbsz04-dot-v2_cb_test_SZSE,7.83,7.38
14:58:00,hbsz04-dot-v2_cb_test_SZSE,7.72,7.25
14:59:00,hbsz04-dot-v2_cb_test_SZSE,7.62,7.24
15:00:00,hbsz04-dot-v2_cb_test_SZSE,7.66,7.28
09:30:00,hbsz04-dot-v2_etf_SSE,191.43,190.62
09:31:00,hbsz04-dot-v2_etf_SSE,9154.29,9253.07
09:32:00,hbsz04-dot-v2_etf_SSE,20862.66,17858.42
09:33:00,hbsz04-dot-v2_etf_SSE,13034.75,8721.36
09:34:00,hbsz04-dot-v2_etf_SSE,5009.98,2668.84
09:35:00,hbsz04-dot-v2_etf_SSE,865.34,533.94
09:45:00,hbsz04-dot-v2_etf_SSE,201.82,197.52
10:00:00,hbsz04-dot-v2_etf_SSE,194.10,189.34
10:15:00,hbsz04-dot-v2_etf_SSE,187.47,182.44
10:30:00,hbsz04-dot-v2_etf_SSE,181.27,177.41
10:45:00,hbsz04-dot-v2_etf_SSE,175.87,171.99
11:00:00,hbsz04-dot-v2_etf_SSE,170.92,167.37
11:15:00,hbsz04-dot-v2_etf_SSE,167.13,163.82
11:30:00,hbsz04-dot-v2_etf_SSE,161.68,158.37
13:00:00,hbsz04-dot-v2_etf_SSE,1213.53,1152.96
13:01:00,hbsz04-dot-v2_etf_SSE,2288.55,2115.57
13:02:00,hbsz04-dot-v2_etf_SSE,144.25,141.90
13:03:00,hbsz04-dot-v2_etf_SSE,144.23,141.40
13:04:00,hbsz04-dot-v2_etf_SSE,143.37,141.16
13:05:00,hbsz04-dot-v2_etf_SSE,142.34,140.41
13:15:00,hbsz04-dot-v2_etf_SSE,142.44,138.89
13:30:00,hbsz04-dot-v2_etf_SSE,139.05,136.06
13:45:00,hbsz04-dot-v2_etf_SSE,138.59,135.18
14:00:00,hbsz04-dot-v2_etf_SSE,137.36,134.31
14:15:00,hbsz04-dot-v2_etf_SSE,136.54,133.84
14:30:00,hbsz04-dot-v2_etf_SSE,135.86,133.38
14:45:00,hbsz04-dot-v2_etf_SSE,137.06,134.87
14:57:00,hbsz04-dot-v2_etf_SSE,139.50,137.53
14:58:00,hbsz04-dot-v2_etf_SSE,129.68,128.81
14:59:00,hbsz04-dot-v2_etf_SSE,128.28,127.58
15:00:00,hbsz04-dot-v2_etf_SSE,128.66,127.84
09:30:00,hbsz04-dot-v2_etf_SZSE,122.68,123.70
09:31:00,hbsz04-dot-v2_etf_SZSE,8887.62,7308.23
09:32:00,hbsz04-dot-v2_etf_SZSE,116.08,64.75
09:33:00,hbsz04-dot-v2_etf_SZSE,13.81,12.86
09:34:00,hbsz04-dot-v2_etf_SZSE,12.93,11.81
09:35:00,hbsz04-dot-v2_etf_SZSE,11.84,10.57
09:45:00,hbsz04-dot-v2_etf_SZSE,8.12,8.02
10:00:00,hbsz04-dot-v2_etf_SZSE,7.86,7.75
10:15:00,hbsz04-dot-v2_etf_SZSE,7.68,7.56
10:30:00,hbsz04-dot-v2_etf_SZSE,7.73,7.61
10:45:00,hbsz04-dot-v2_etf_SZSE,7.64,7.50
11:00:00,hbsz04-dot-v2_etf_SZSE,7.69,7.50
11:15:00,hbsz04-dot-v2_etf_SZSE,7.70,7.50
11:30:00,hbsz04-dot-v2_etf_SZSE,7.64,7.41
13:00:00,hbsz04-dot-v2_etf_SZSE,3360.50,3078.39
13:01:00,hbsz04-dot-v2_etf_SZSE,1681.91,1441.38
13:02:00,hbsz04-dot-v2_etf_SZSE,7.83,7.50
13:03:00,hbsz04-dot-v2_etf_SZSE,7.77,7.45
13:04:00,hbsz04-dot-v2_etf_SZSE,7.78,7.44
13:05:00,hbsz04-dot-v2_etf_SZSE,7.79,7.45
13:15:00,hbsz04-dot-v2_etf_SZSE,7.80,7.45
13:30:00,hbsz04-dot-v2_etf_SZSE,7.77,7.41
13:45:00,hbsz04-dot-v2_etf_SZSE,7.72,7.39
14:00:00,hbsz04-dot-v2_etf_SZSE,7.71,7.39
14:15:00,hbsz04-dot-v2_etf_SZSE,7.77,7.36
14:30:00,hbsz04-dot-v2_etf_SZSE,7.78,7.39
14:45:00,hbsz04-dot-v2_etf_SZSE,7.77,7.39
14:57:00,hbsz04-dot-v2_etf_SZSE,7.84,7.42
14:58:00,hbsz04-dot-v2_etf_SZSE,7.74,7.34
14:59:00,hbsz04-dot-v2_etf_SZSE,7.60,7.15
15:00:00,hbsz04-dot-v2_etf_SZSE,7.62,7.17
09:30:00,hbsz04-dot-v5_a_SSE,193.86,191.71
09:31:00,hbsz04-dot-v5_a_SSE,9659.44,9685.93
09:32:00,hbsz04-dot-v5_a_SSE,20978.02,18115.70
09:33:00,hbsz04-dot-v5_a_SSE,13221.74,8793.02
09:34:00,hbsz04-dot-v5_a_SSE,5067.79,2712.90
09:35:00,hbsz04-dot-v5_a_SSE,838.87,524.64
09:45:00,hbsz04-dot-v5_a_SSE,209.28,205.22
10:00:00,hbsz04-dot-v5_a_SSE,201.47,197.00
10:15:00,hbsz04-dot-v5_a_SSE,192.40,189.58
10:30:00,hbsz04-dot-v5_a_SSE,186.43,182.76
10:45:00,hbsz04-dot-v5_a_SSE,179.51,176.95
11:00:00,hbsz04-dot-v5_a_SSE,174.78,171.46
11:15:00,hbsz04-dot-v5_a_SSE,169.94,167.62
11:30:00,hbsz04-dot-v5_a_SSE,165.58,162.82
13:00:00,hbsz04-dot-v5_a_SSE,1222.27,1170.52
13:01:00,hbsz04-dot-v5_a_SSE,2677.04,2532.62
13:02:00,hbsz04-dot-v5_a_SSE,147.73,144.55
13:03:00,hbsz04-dot-v5_a_SSE,146.34,143.03
13:04:00,hbsz04-dot-v5_a_SSE,146.01,143.00
13:05:00,hbsz04-dot-v5_a_SSE,144.76,142.04
13:15:00,hbsz04-dot-v5_a_SSE,144.37,139.99
13:30:00,hbsz04-dot-v5_a_SSE,139.41,136.38
13:45:00,hbsz04-dot-v5_a_SSE,138.70,134.64
14:00:00,hbsz04-dot-v5_a_SSE,136.43,134.08
14:15:00,hbsz04-dot-v5_a_SSE,136.25,133.72
14:30:00,hbsz04-dot-v5_a_SSE,136.12,133.53
14:45:00,hbsz04-dot-v5_a_SSE,137.34,135.34
14:57:00,hbsz04-dot-v5_a_SSE,141.80,140.53
14:58:00,hbsz04-dot-v5_a_SSE,140.22,139.10
09:30:00,hbsz04-dot-v5_a_SZSE,146.49,144.67
09:31:00,hbsz04-dot-v5_a_SZSE,8927.15,7371.36
09:32:00,hbsz04-dot-v5_a_SZSE,139.40,76.62
09:33:00,hbsz04-dot-v5_a_SZSE,14.13,13.21
09:34:00,hbsz04-dot-v5_a_SZSE,13.41,12.27
09:35:00,hbsz04-dot-v5_a_SZSE,12.23,10.94
09:45:00,hbsz04-dot-v5_a_SZSE,8.22,8.13
10:00:00,hbsz04-dot-v5_a_SZSE,8.00,7.84
10:15:00,hbsz04-dot-v5_a_SZSE,7.69,7.57
10:30:00,hbsz04-dot-v5_a_SZSE,7.64,7.50
10:45:00,hbsz04-dot-v5_a_SZSE,7.61,7.47
11:00:00,hbsz04-dot-v5_a_SZSE,7.61,7.44
11:15:00,hbsz04-dot-v5_a_SZSE,7.61,7.42
11:30:00,hbsz04-dot-v5_a_SZSE,7.60,7.41
13:00:00,hbsz04-dot-v5_a_SZSE,3290.42,3021.14
13:01:00,hbsz04-dot-v5_a_SZSE,2122.26,1892.48
13:02:00,hbsz04-dot-v5_a_SZSE,7.80,7.48
13:03:00,hbsz04-dot-v5_a_SZSE,7.73,7.40
13:04:00,hbsz04-dot-v5_a_SZSE,7.74,7.40
13:05:00,hbsz04-dot-v5_a_SZSE,7.73,7.40
13:15:00,hbsz04-dot-v5_a_SZSE,7.80,7.39
13:30:00,hbsz04-dot-v5_a_SZSE,7.66,7.31
13:45:00,hbsz04-dot-v5_a_SZSE,7.65,7.32
14:00:00,hbsz04-dot-v5_a_SZSE,7.64,7.34
