Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
huaxinsz05-dot-v5,174.83,9643.74,24660.32,18433.81,1968.8,225.38,209.07,203.7,189.68,188.73,181.01,176.64,169.19,166.43,872.52,3804.38,150.48,148.82,150.99,150.26,151.04,137.54,138.95,131.8,134.76,136.11,133.39,138.43,136.13,no data,no data
huaxinsz06-dot-v2,303.77,9594.86,24617.82,17656.29,1681.41,223.23,207.17,201.83,188.7,187.64,180.38,176.12,168.16,166.17,515.3,3817.92,149.82,148.06,150.12,149.49,149.96,137.02,138.51,131.26,134.26,135.59,132.67,137.51,135.14,no data,no data
huaxinsz06-dot-v5,303.8,9607.98,24622.52,17644.92,2044.82,224.03,207.85,202.48,189.17,188.04,180.83,176.53,168.36,166.38,523.44,3817.45,150.07,148.4,150.55,149.78,150.37,137.27,138.76,131.45,134.45,135.78,132.94,137.9,135.57,no data,no data
xtpsh01-dot-v2,215.63,9656.39,24662.74,18402.57,1945.92,214.11,198.89,193.96,180.94,179.86,171.98,167.96,160.8,157.95,1269.81,3811.9,141.56,139.99,142.03,141.27,141.82,129.08,130.75,123.03,126.18,127.32,124.54,129.53,128.01,no data,no data
xtpsh02-dot-v2,236.08,9698.14,24317.83,18268.84,1875.68,215.23,200.23,194.26,180.94,180.14,172,167.86,161.15,158.35,1585.43,3800.82,141.89,140.47,142.28,141.65,142.54,129.33,130.68,123.44,126.5,127.74,124.88,129.86,127.72,no data,no data
xtpsh04-dot-v2,237.54,9666.16,24675.24,18382.93,1935.81,215.15,199.56,194.14,180.96,179.86,172.14,167.96,160.59,158.04,1247.06,3813.19,141.83,140.26,142.47,141.65,142.19,129.34,130.74,123.38,126.57,127.59,124.86,129.85,128.19,no data,no data
xtpsh05-dot-v2,243.31,9744.9,24365.16,18101.63,1802.38,216.76,199.02,193.65,180.82,179.98,172.59,168.39,160.92,158.28,1226.37,3814.79,141.68,140.29,142.25,141.46,141.99,129.1,130.96,123.28,126.13,127.36,124.69,129.66,128.64,no data,no data
xtpsh06-dot-v2,231.18,9420.97,24329.67,18095.82,1756.78,218,200.77,195.11,181.53,180.45,172.37,168.31,161.09,159.04,1955.6,3803.76,142.17,140.52,142.66,141.98,142.84,129.66,131.21,123.61,126.6,127.69,125.39,130.74,130.46,no data,no data
xtpsh07-dot-v2,171.86,9633.38,24642.25,18454.73,1973.17,215.16,199.48,194.16,180.95,179.92,172.17,167.99,160.49,157.92,1052.44,3814.49,141.87,140.45,142.48,141.64,142.35,129.27,130.66,123.41,126.51,127.6,124.9,129.86,127.73,no data,no data
xtpsh08-dot-v2,215.41,9664.76,24677.18,18367.06,1927.48,215.27,199.74,194.42,181.16,180.18,172.21,168.01,160.84,158.08,1515.72,3795.74,142.08,140.44,142.55,142.12,142.59,129.37,130.84,123.55,126.52,127.88,125.06,130.22,128.03,no data,no data
xtpsh09-dot-v2,167.45,9628.68,24641.23,18471.06,1977.06,215.32,199.61,194.5,180.92,179.91,172.17,168.02,160.5,157.9,1043.13,3815.22,141.89,140.43,142.55,141.71,142.27,129.25,130.7,123.39,126.57,127.74,124.85,129.89,127.86,no data,no data
xtpsh11-dot-v2,161.84,9626.96,24641.78,18468.29,1987.85,212.27,197.03,191.98,179.37,178.67,171.15,166.91,159.7,157.06,833.44,3793.77,140.93,139.31,141.29,140.61,141.15,128.48,130.07,123.05,125.92,127.14,124.36,128.89,126.78,no data,no data
xtpsh11-dot-v5,162.67,9628.13,24642.71,18468.89,1977.83,214.05,198.51,193.38,180.34,179.67,171.79,167.58,160.22,157.65,846.46,3794.34,141.46,139.85,141.82,141.22,141.79,128.96,130.46,123.41,126.29,127.51,124.86,129.57,127.44,no data,no data
xtpsh11-dot-v5_xuxin,163.14,9624.52,24643.32,18467.83,1979.37,224.69,205.77,199.88,183.71,180.82,173.4,167.46,160.05,157.45,841.61,3793.61,144.62,142.54,145.59,144.65,145.6,130.06,130.89,123.22,126.66,128.21,126.68,132.52,130.38,no data,no data
xtpsh12-dot-v2,202.47,9663.65,24667.82,18391.81,1944.41,212.16,197.12,192.42,179.77,178.93,171.24,167.18,160.01,157.18,1192.26,3813.86,140.96,139.35,141.37,140.75,141.1,128.65,130.37,122.8,125.78,127.15,124.12,128.87,127.63,no data,no data
xtpsh12-v16,297.17,10025.67,24698.74,17631.03,1997.28,212.32,196.79,191.36,179.98,178.62,171.87,167.62,160.98,157.19,911.42,3969.74,140.16,138.96,141.48,140.34,141.38,127.67,128.66,121.94,124.81,126.37,122.8,127.66,125.8,no data,no data
xtpsh13-dot-v2,205.08,9657.82,24670.33,18392.05,1937.11,211.77,196.52,191.79,179.34,178.84,170.97,166.93,159.96,156.91,1262.41,3809.02,140.71,139.18,141.18,140.49,140.92,128.54,130.21,122.75,125.69,127.05,124.03,128.8,127.71,no data,no data
xtpsh13-v16,294.56,10023.3,24701.57,17626.19,1985.07,211.23,195.6,190.74,179.32,178.12,171.52,167.39,160.74,156.94,929.16,3970.51,139.79,138.8,141.02,139.93,140.95,127.47,128.47,121.73,124.6,126.02,122.64,127.38,125.68,no data,no data
xtpsh14-dot-v2,208.02,9682.56,24286.28,18317.39,1904.48,213.33,197.34,193.43,180.02,178.92,170.97,167.09,160.15,157.17,1321.63,3805.18,140.88,139.2,141.42,140.72,141.16,128.69,129.94,122.77,125.83,126.98,124.18,128.9,127.3,no data,no data
xtpsh14-v16,299.07,10033.68,24706.38,17587.23,1975.18,211.96,197.05,192.13,179.89,178.66,171.92,167.73,161.09,157.36,993.93,3979.47,140.08,139.16,141.57,140.35,141.55,127.64,128.7,121.83,124.86,126.32,122.81,127.81,125.7,no data,no data
xtpsh16-dot-v5_xuxin,181,9630.63,24655.15,18420.13,1953.88,222.46,203.53,198.98,183.79,181.27,173.06,167.48,160.73,157.62,1099.71,3810.41,144.5,142.81,144.95,144.55,145.47,129.92,131.28,123.57,127.11,128.35,126.56,132.92,131.33,no data,no data
xtpsz01-dot-v2,334.56,9755.28,24363.98,18102.11,1812.35,225.04,208.77,205.04,191.6,191.52,183.09,179.45,171.96,170.34,1870.41,3864.32,152.59,150.98,153.11,152.31,153.19,140.04,141.56,134.66,137.51,139.06,136,141.65,141,no data,no data
xtpsz05-dot-v2,197.81,9667.24,24669.04,18418.78,1962.93,220.47,205.44,201.38,189.01,188.67,180.98,177.77,170.44,167.66,1052.04,3826.93,150.64,148.97,151,150.18,150.68,138.89,140.24,133.48,136.26,137.39,134.14,138.43,136.18,no data,no data
xtpsz05-dot-v5,197.29,9665.37,24670.52,18418.08,1963.82,222.52,207.14,203.09,189.75,189.03,181.74,178.04,171.07,168.37,1052.71,3827.39,150.98,149.26,151.28,150.5,151.29,139.16,140.47,133.99,136.59,137.8,134.58,139.09,136.87,no data,no data
