Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
huataisz05-dot-v2,832.05,273.58,170.55,138.03,141.23,132.06,123.35,121.09,117.01,117.58,115.28,114.89,114.83,110.86,577.38,220.73,112.77,112.26,111.86,109.14,112.53,108.35,110.62,107.04,107.6,109.78,114.31,15054.51,112.12,118.45,113.16
huataisz06-dot-v2,833.51,273.04,170.44,138.09,141.5,132.34,122.94,121.06,116.87,117.41,115.05,114.65,114.66,110.63,570.09,217.69,112.67,112.14,111.81,109.14,112.27,108.22,110.51,107.02,107.29,109.72,114.17,14870.73,112.16,118.3,112.93
huaxinsh02-dot-v2,813.44,292.79,182.92,155.51,158.76,150.88,141.66,143.47,143.93,149.31,148.72,153.15,156.52,154.88,664.81,284.94,169.29,171.55,172.49,166.62,173.38,169.37,175.86,169.93,170.56,171.47,181.1,22574.43,176.44,186.25,176.15
huaxinsh02-dot-v5,814.83,293.6,183.8,156.08,159.84,151.76,142.12,144.23,144.57,149.88,149.41,153.64,157.07,155.41,665.49,289.99,169.91,172.21,173.14,167.22,173.93,169.87,176.55,170.38,171.02,172.01,181.63,27264.89,177.12,186.42,176.45
huaxinsh03-dot-v2,814.82,292.9,182.55,154.81,158.18,150.07,141.01,142.87,143.62,149.12,148.59,153.04,156.46,154.93,695.4,280.93,169.17,170.72,172.18,166.42,172.99,168.93,175.7,169.73,170.38,171.59,181.92,29785.67,177.52,186.46,176.75
huaxinsh04-dot-v2,821.71,290.85,180.71,153,156.53,149.44,140.71,142.71,143.63,149.23,148.54,152.83,156.3,154.47,614.83,276.06,169.33,170.68,172.03,166.43,172.86,169.69,176.59,169.61,171.03,171.32,180.68,15320.55,177.18,186.17,176.06
huaxinsh04-dot-v5,825.71,291.44,181.74,153.83,157.65,150.15,141.48,143.59,144.36,149.96,149.27,153.48,157.03,155.27,615.46,277.4,170.16,171.52,172.78,167.14,173.73,170.32,177.32,170.23,171.7,171.91,181.5,15320.91,177.42,186.31,176.09
huaxinsh05-dot-v2,813.34,292.41,182.24,154.47,157.59,149.94,140.76,142.93,143.52,149.07,148.43,152.95,156.19,154.67,657.86,280.35,168.78,170.74,172.01,166.11,172.74,169.28,175.93,169.7,170.41,171.31,181.05,19076.83,176.94,185.93,176.15
huaxinsh05-dot-v5,813.85,292.95,182.64,154.93,158.37,150.43,141.4,143.47,144.04,149.56,149.06,153.43,156.76,155.06,658.53,280.85,169.37,171.38,172.55,166.72,173.3,169.72,176.46,170.22,170.87,171.78,181.86,19077.13,177.04,185.99,176.18
huaxinsz03-dot-v2,826.24,275.04,172.29,139.34,142.73,132.94,123.37,121.27,116.58,116.92,114.79,114.11,114.48,110.25,648.68,225.08,112.68,112.1,111.86,108.65,112.38,107.7,109.86,106.7,106.92,109.04,114.38,28287.66,112.37,118.69,113.62
huaxinsz04-dot-v2,836.73,275.06,172.42,139.42,142.8,133.02,123.48,121.56,116.68,116.83,114.77,113.89,114.6,109.97,558.35,225.82,112.79,112.22,111.87,109.07,112.47,107.81,110.7,106.6,107.04,109.29,113.91,11532.43,113.26,118.58,112.54
huaxinsz05-dot-v2,825.3,274.37,171.99,139.07,142.36,132.6,123.07,121.39,116.49,116.67,114.62,114.05,114.29,110.07,624.23,224.71,112.3,112.04,111.72,108.5,112.18,107.55,110.1,106.44,106.85,109.08,114.17,19369.12,112.01,118.59,113.14
huaxinsz05-dot-v5,824.55,276.01,172.22,138.91,142.29,132.17,122.69,120.84,115.84,116.32,114.01,113.51,113.89,109.73,625.12,224.95,111.91,111.67,111.34,108.17,111.91,107.17,109.71,106.12,106.59,108.72,113.73,19368.73,111.83,118.62,113.08
huaxinsz06-dot-v2,812.83,273.61,169.58,137.73,140.66,131.98,122.38,120.3,116.09,116.28,114.4,113.74,113.97,110.02,740.74,219.19,112.06,111.69,111.21,108.29,111.68,107.44,109.86,106.09,106.63,108.77,113.98,18992.25,111.29,118.04,112.6
huaxinsz06-dot-v5,812.58,274.03,170.28,138.11,141.32,132.16,122.6,120.52,116.31,116.44,114.64,113.92,114.21,110.11,740.55,218.53,112.19,111.92,111.37,108.46,111.95,107.58,110.13,106.24,106.77,108.99,114.1,18992.41,111.3,117.99,112.56
xtpsh01-dot-v2,836.35,264.76,162.42,130.26,133.79,124.03,114.86,113.15,108.44,108.55,106.53,105.95,106.27,101.81,542.77,216.12,104.15,103.76,103.35,100.61,104.04,99.42,102.39,98.36,98.84,101.09,105.4,10490.1,104.54,110.04,103.87
xtpsh02-dot-v2,254.96,266.15,168.63,130.68,134.09,124.49,114.8,113.26,108.44,108.25,106.31,105.86,106.1,101.91,501.82,216.33,104.28,103.86,103.75,100.49,104.17,99.82,102.46,98.41,99.22,101.17,105.83,14684.32,104.32,110.46,104.78
xtpsh04-dot-v2,254.89,265.97,165.77,130.64,134.14,124.31,114.92,113.16,108.41,108.55,106.49,105.79,106.22,101.71,547.88,216.78,104.34,103.98,103.57,100.82,104.31,99.69,102.61,98.55,99.11,101.26,105.71,11118.92,104.83,110.2,104.08
xtpsh05-dot-v2,239.98,263.56,165.03,131.69,135.74,125.72,115.87,113.61,109.2,109.33,107.42,107.07,106.95,102.4,547.96,217.77,105.38,104.89,104.58,102.03,105.25,100.14,103.19,98.96,99.1,101.47,105.9,8631.6,104.99,109.86,103.61
xtpsh06-dot-v2,264.04,336.14,179.17,132.46,134.89,125.43,114.82,113.25,108.4,108.39,106.34,105.86,106.17,103.3,468.44,217.84,104.28,104.05,103.85,100.59,104.34,99.78,102.82,98.82,99.17,101.34,106.76,104.2,1849.91,111.81,103.14
xtpsh07-dot-v2,816.4,266.15,166.76,130.63,134.05,124.46,114.82,112.94,108.35,108.62,106.55,105.9,106.2,101.85,571.89,212.94,104.28,103.89,103.52,100.55,104.14,99.68,102.44,98.45,99.33,101.13,105.94,15044.62,104.13,110.23,104.67
xtpsh08-dot-v2,827.69,265.91,165.82,130.69,134.18,124.44,114.94,113.32,108.47,108.51,106.59,105.97,106.17,101.89,512.18,216.25,104.28,104.06,103.75,100.53,104.17,99.81,102.48,98.4,99.2,101.11,105.82,13318.32,104.5,110.3,104.11
xtpsh09-dot-v2,816.66,266.23,167.05,130.64,134.14,124.46,114.84,112.96,108.35,108.61,106.54,105.85,106.21,101.82,572.14,213.68,104.26,103.88,103.47,100.52,104.15,99.74,102.43,98.41,99.3,101.19,105.99,15411.24,104.15,110.26,104.56
